日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20241031,1694,ＷｉｓｄｏｍＴｒｅｅ　ニッケル上場投資信託,ETF・ETN,-,-,-,-,-,-
20241031,1695,ＷｉｓｄｏｍＴｒｅｅ　小麦上場投資信託,ETF・ETN,-,-,-,-,-,-
20241031,1696,ＷｉｓｄｏｍＴｒｅｅ　とうもろこし上場投資信託,ETF・ETN,-,-,-,-,-,-
20241031,1697,ＷｉｓｄｏｍＴｒｅｅ　大豆上場投資信託,ETF・ETN,-,-,-,-,-,-
20241031,1698,上場インデックスファンド日本高配当（東証配当フォーカス１００）,ETF・ETN,-,-,-,-,-,-
20241031,1699,ＮＥＸＴ　ＦＵＮＤＳ　ＮＯＭＵＲＡ　原油インデックス連動型上場投信,ETF・ETN,-,-,-,-,-,-
20241031,170A,ＳＭＴ　ＥＴＦ日本好配当株アクティブ,ETF・ETN,-,-,-,-,-,-
20241031,1711,ＳＤＳホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1712,ダイセキ環境ソリューション,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1716,第一カッター興業,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1717,明豊ファシリティワークス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,1718,美樹工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1719,安藤・間,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20241031,171A,ゼロジャパン,PRO Market,6050,卸売業,13,商社・卸売,-,-
20241031,1720,東急建設,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20241031,1721,コムシスホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20241031,1723,日本電技,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1724,シンクレイヤ,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1726,ビーアールホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,172A,ネオホーム,PRO Market,8050,不動産業,17,不動産,-,-
20241031,1730,麻生フオームクリート,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1736,オーテック,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,173A,ハンモック,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20241031,1743,コーアツ工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,174A,エージェンテック,PRO Market,5250,情報・通信業,10,情報通信・サービスその他,-,-
20241031,1757,創建エース,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1758,太洋基礎工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,175A,Ｗｉｌｌ　Ｓｍａｒｔ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20241031,1762,高松コンストラクショングループ,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1764,工藤建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1766,東建コーポレーション,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20241031,1768,ソネック,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,176A,レジル,グロース（内国株式）,4050,電気・ガス業,11,電力・ガス,-,-
20241031,1770,藤田エンジニアリング,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1773,ワイ・ティー・エル・コーポレーション・バーハッド,プライム（外国株式）,2050,建設業,3,建設・資材,-,-
20241031,1775,富士古河Ｅ＆Ｃ,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1776,三井住建道路,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,177A,コージンバイオ,グロース（内国株式）,3200,化学,4,素材・化学,-,-
20241031,1780,ヤマウラ,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1783,ｆａｎｔａｓｉｓｔａ,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20241031,1786,オリエンタル白石,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1787,ナカボーテック,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1788,三東工業社,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,178A,グローバルＸ　革新的優良企業　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20241031,1793,大本組,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1795,マサル,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1798,守谷商会,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1799,第一建設工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,179A,グローバルＸ　超長期米国債　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20241031,1801,大成建設,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20241031,1802,大林組,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20241031,1803,清水建設,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20241031,1807,佐藤渡辺,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1808,長谷工コーポレーション,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20241031,180A,グローバルＸ　超長期米国債　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20241031,1810,松井建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1811,錢高組,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1812,鹿島建設,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20241031,1813,不動テトラ,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1814,大末建設,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1815,鉄建建設,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,181A,ＭＡＸＩＳ米国国債１－３年上場投信（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
20241031,1820,西松建設,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20241031,1821,三井住友建設,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20241031,1822,大豊建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1826,佐田建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1827,ナカノフドー建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1828,田辺工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,182A,ＭＡＸＩＳ米国国債２０年超上場投信（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
20241031,1833,奥村組,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20241031,1835,東鉄工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20241031,183A,ＭＡＸＩＳ米国国債２０年超上場投信（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20241031,1840,土屋ホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1841,サンユー建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1844,大盛工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1847,イチケン,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1848,富士ピー・エス,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,184A,学びエイド,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20241031,1850,南海辰村建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1852,淺沼組,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20241031,1853,森組,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,185A,リサイクルテック・ジャパン,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,1860,戸田建設,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20241031,1861,熊谷組,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20241031,1866,北野建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1867,植木組,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,186A,アストロスケールホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,1870,矢作建設工業,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1871,ピーエス・コンストラクション,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1873,日本ハウスホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1878,大東建託,プライム（内国株式）,8050,不動産業,17,不動産,4,TOPIX Mid400
20241031,1879,新日本建設,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,187A,サムティホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,6,TOPIX Small 1
20241031,1882,東亜道路工業,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1884,日本道路,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20241031,1885,東亜建設工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20241031,1887,日本国土開発,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1888,若築建設,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,188A,グローバルＸ　インド・トップ１０＋　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20241031,1890,東洋建設,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20241031,1893,五洋建設,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20241031,1897,金下建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1898,世紀東急工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20241031,1899,福田組,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,189A,Ｄ＆Ｍカンパニー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,1904,大成温調,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1905,テノックス,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1909,日本ドライケミカル,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,190A,Ｃｈｏｒｄｉａ　Ｔｈｅｒａｐｅｕｔｉｃｓ,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20241031,1911,住友林業,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20241031,1914,日本基礎技術,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,191A,ミモザ,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,1921,巴コーポレーション,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1925,大和ハウス工業,プライム（内国株式）,2050,建設業,3,建設・資材,2,TOPIX Large70
20241031,1926,ライト工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20241031,1928,積水ハウス,プライム（内国株式）,2050,建設業,3,建設・資材,2,TOPIX Large70
20241031,1929,日特建設,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,192A,インテグループ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,1930,北陸電気工事,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1934,ユアテック,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1938,日本リーテック,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1939,四電工,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,193A,グローベルス,PRO Market,8050,不動産業,17,不動産,-,-
20241031,1941,中電工,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20241031,1942,関電工,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20241031,1944,きんでん,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20241031,1945,東京エネシス,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1946,トーエネック,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1948,弘電社,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1949,住友電設,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20241031,194A,ＷＯＬＶＥＳ　ＨＡＮＤ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,1950,日本電設工業,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1951,エクシオグループ,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20241031,1952,新日本空調,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1959,九電工,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20241031,195A,ライスカレー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,1960,サンテック,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1961,三機工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20241031,1963,日揮ホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20241031,1964,中外炉工業,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1965,テクノ菱和,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1966,高田工業所,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1967,ヤマト,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1968,太平電業,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1969,高砂熱学工業,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20241031,196A,ＭＦＳ,グロース（内国株式）,7200,その他金融業,16,金融（除く銀行）,-,-
20241031,1972,三晃金属工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1973,ＮＥＣネッツエスアイ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20241031,1975,朝日工業社,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1976,明星工業,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,1979,大氣社,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20241031,197A,タウンズ,スタンダード（内国株式）,3250,医薬品,5,医薬品,-,-
20241031,1980,ダイダン,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20241031,1981,協和日成,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1982,日比谷総合設備,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,198A,ＰｏｓｔＰｒｉｍｅ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20241031,1992,神田通信機,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1994,高橋カーテンウォール工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,1997,暁飯島工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20241031,199A,メディエア,PRO Market,5250,情報・通信業,10,情報通信・サービスその他,-,-
20241031,2001,ニップン,プライム（内国株式）,3050,食料品,1,食品,6,TOPIX Small 1
20241031,2002,日清製粉グループ本社,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400
20241031,2003,日東富士製粉,スタンダード（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20241031,2004,昭和産業,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20241031,2009,鳥越製粉,スタンダード（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20241031,200A,ＮＥＸＴ　ＦＵＮＤＳ　日経半導体株指数連動型上場投信,ETF・ETN,-,-,-,-,-,-
